Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Bandeirantes,6 (4 -- 9),Unsure,1.2 (1.1 -- 1.3),0.06 (0.03 -- 0.1),11.4 (7.1 -- 19.8)
Barbacena,19 (17 -- 22),Unsure,1.2 (1.2 -- 1.3),0.06 (0.05 -- 0.09),11.3 (8.1 -- 15.1)
Barbalha,1 (0 -- 1),Unsure,1 (0.9 -- 1),0 (-0.02 -- 0.01),-145.7 (75.5 -- -34.1)
Barcarena,0 (0 -- 1),Unsure,0.8 (0.7 -- 0.9),-0.06 (-0.07 -- -0.03),-12.3 (-20.6 -- -9.5)
Barcelos,0 (0 -- 1),Unsure,0.9 (0.9 -- 1),-0.02 (-0.03 -- 0),-42.4 (-479.9 -- -23.6)
Bariri,2 (2 -- 3),Unsure,0.7 (0.6 -- 0.8),-0.09 (-0.1 -- -0.07),-8.1 (-9.9 -- -6.9)
Barra Bonita,1 (1 -- 2),Unsure,1 (1 -- 1.1),0 (-0.01 -- 0.02),552.2 (42 -- -67.6)
Barra Mansa,810 (708 -- 911),Unsure,2.5 (2.1 -- 2.8),0.35 (0.25 -- 0.7),2 (1 -- 2.8)
Barra Velha,46 (40 -- 54),Unsure,1.7 (1.5 -- 1.9),0.18 (0.14 -- 0.28),3.8 (2.5 -- 4.8)
Barra de São Francisco,48393 (27105 -- 95083),Unsure,5.3 (4.1 -- 6.3),0.89 (0.51 -- 3.87),0.8 (0.2 -- 1.4)
Barra do Corda,0 (0 -- 1),Unsure,0.9 (0.8 -- 1),-0.04 (-0.05 -- -0.02),-18.6 (-37.5 -- -13.4)
Barra do Piraí,70 (61 -- 79),Unsure,2.2 (1.9 -- 2.5),0.3 (0.22 -- 0.57),2.3 (1.2 -- 3.2)
Barra dos Coqueiros,5 (4 -- 5),Unsure,1.1 (1.1 -- 1.2),0.03 (0.02 -- 0.05),20.9 (14.8 -- 29.9)
Barras,2 (2 -- 3),Unsure,1 (1 -- 1),0 (-0.01 -- 0.01),4906.7 (67 -- -87.5)
Barreiras,24 (22 -- 27),Unsure,1 (1 -- 1.1),0.01 (0 -- 0.02),64.8 (32.6 -- 810.9)
Barreirinha,965 (766 -- 1060),Unsure,3.6 (2.9 -- 4.2),0.57 (0.37 -- 1.52),1.2 (0.5 -- 1.9)
Barreirinhas,0 (0 -- 1),Unsure,0.8 (0.7 -- 0.9),-0.06 (-0.07 -- -0.03),-12.5 (-23.6 -- -9.7)
Barretos,1 (1 -- 2),Unsure,0.7 (0.6 -- 0.8),-0.1 (-0.12 -- -0.08),-7 (-8.7 -- -6)
Barueri,12 (11 -- 14),Unsure,0.6 (0.6 -- 0.7),-0.1 (-0.12 -- -0.09),-6.7 (-7.9 -- -5.9)
Bauru,13 (12 -- 15),Unsure,0.6 (0.5 -- 0.7),-0.12 (-0.15 -- -0.1),-5.6 (-6.9 -- -4.7)
Bayeux,145 (129 -- 162),Unsure,2.2 (1.9 -- 2.5),0.3 (0.22 -- 0.55),2.3 (1.3 -- 3.1)
Bebedouro,1 (1 -- 2),Unsure,0.8 (0.7 -- 0.9),-0.07 (-0.09 -- -0.05),-9.9 (-14.7 -- -8)
Bela Cruz,4 (4 -- 5),Unsure,1.5 (1.3 -- 1.6),0.12 (0.09 -- 0.17),5.8 (4 -- 7.5)
Bela Vista de Goiás,0 (0 -- 1),Unsure,0.9 (0.8 -- 1),-0.02 (-0.04 -- -0.01),-29.2 (-132.9 -- -18)
Belford Roxo,6278 (5405 -- 6897),Unsure,4.1 (3.2 -- 4.8),0.67 (0.42 -- 2.05),1 (0.3 -- 1.7)
Belo Horizonte,451 (423 -- 487),Unsure,1.2 (1.1 -- 1.2),0.04 (0.03 -- 0.05),16.1 (12.7 -- 20.1)
Belo Jardim,0 (0 -- 1),Unsure,1 (1 -- 1.1),0 (-0.01 -- 0.02),1333.1 (36.2 -- -61.6)
Belém,198 (181 -- 216),Unsure,1.1 (1.1 -- 1.1),0.03 (0.02 -- 0.04),27.4 (19.2 -- 43.2)
Benevides,8 (7 -- 10),Unsure,1.3 (1.2 -- 1.4),0.09 (0.07 -- 0.12),8 (5.7 -- 10.5)
Benjamin Constant,3 (2 -- 3),Unsure,1.1 (1 -- 1.2),0.03 (0.01 -- 0.04),27.2 (16.3 -- 64)
Bento Gonçalves,42 (36 -- 49),Unsure,1.1 (1 -- 1.1),0.02 (0.01 -- 0.04),29.6 (17.8 -- 69.4)
Bertioga,3 (3 -- 4),Unsure,0.9 (0.9 -- 1),-0.03 (-0.04 -- -0.01),-27.1 (-61.8 -- -18.4)
Beruri,0 (0 -- 1),Unsure,0.8 (0.7 -- 0.9),-0.06 (-0.08 -- -0.04),-10.9 (-16.3 -- -8.2)
Betim,36 (32 -- 42),Unsure,1.2 (1.2 -- 1.3),0.06 (0.05 -- 0.08),11.3 (8.4 -- 15.1)
Bezerros,5 (5 -- 6),Unsure,1.2 (1.1 -- 1.3),0.06 (0.04 -- 0.08),12.5 (8.9 -- 16.6)
Biguaçu,75 (65 -- 85),Unsure,1.1 (1.1 -- 1.2),0.03 (0.02 -- 0.05),20.6 (14.4 -- 33.5)
Birigui,9 (8 -- 11),Unsure,0.8 (0.7 -- 0.8),-0.06 (-0.08 -- -0.05),-10.8 (-13.2 -- -9)
Blumenau,309 (280 -- 343),Unsure,1.1 (1 -- 1.1),0.02 (0.01 -- 0.03),32.3 (22.2 -- 67.3)
Boa Viagem,55 (48 -- 61),Unsure,2.2 (1.9 -- 2.5),0.29 (0.22 -- 0.55),2.4 (1.3 -- 3.2)
Boa Vista,149 (136 -- 163),Unsure,1 (0.9 -- 1),-0.01 (-0.02 -- 0),-82 (451.5 -- -36.9)
Boca da Mata,5 (3 -- 7),Unsure,1.9 (1.7 -- 2.2),0.23 (0.17 -- 0.38),3 (1.8 -- 4.1)
Boca do Acre,14 (12 -- 15),Unsure,1.2 (1.2 -- 1.3),0.06 (0.05 -- 0.08),11.3 (8.6 -- 14.3)
Boituva,29 (25 -- 33),Unsure,1.4 (1.3 -- 1.5),0.11 (0.09 -- 0.16),6.1 (4.3 -- 7.5)
Bom Jesus,5 (5 -- 6),Unsure,1.2 (1.1 -- 1.2),0.05 (0.04 -- 0.06),14.5 (11.3 -- 18.1)
Bom Jesus das Selvas,44 (39 -- 50),Unsure,2.1 (1.8 -- 2.3),0.27 (0.2 -- 0.5),2.6 (1.4 -- 3.4)
Bom Jesus de Goiás,16 (12 -- 20),Unsure,1.8 (1.6 -- 2),0.19 (0.15 -- 0.31),3.6 (2.2 -- 4.7)
Bombinhas,38 (32 -- 43),Unsure,1.4 (1.3 -- 1.5),0.11 (0.09 -- 0.15),6.2 (4.6 -- 7.8)
Bonfim,0 (0 -- 1),Unsure,0.9 (0.8 -- 1),-0.03 (-0.05 -- 0),-22.9 (-246.1 -- -15)
Botucatu,27 (24 -- 30),Unsure,1.2 (1.2 -- 1.3),0.06 (0.05 -- 0.08),10.9 (8.3 -- 13.9)
Bragança,3 (2 -- 3),Unsure,0.7 (0.6 -- 0.8),-0.09 (-0.11 -- -0.07),-7.9 (-9.4 -- -6.5)
Bragança Paulista,5 (5 -- 6),Unsure,0.8 (0.8 -- 0.9),-0.05 (-0.07 -- -0.04),-13.7 (-18.8 -- -10.5)
Brasiléia,0 (0 -- 1),Unsure,0.7 (0.7 -- 0.8),-0.07 (-0.1 -- -0.05),-9.8 (-13.2 -- -7.2)
Brasília,476 (457 -- 495),Unsure,1 (1 -- 1),0 (0 -- 0),840.9 (147.6 -- -246.4)
Braço do Norte,111 (95 -- 130),Unsure,1.5 (1.4 -- 1.7),0.14 (0.11 -- 0.2),4.9 (3.5 -- 6.3)
Brejo Santo,124 (109 -- 140),Unsure,2.1 (1.8 -- 2.4),0.28 (0.21 -- 0.5),2.5 (1.4 -- 3.4)
Brejo da Madre de Deus,0 (0 -- 1),Unsure,1 (0.9 -- 1),0 (-0.01 -- 0.01),-167.7 (66.7 -- -46.4)
Breves,36 (30 -- 43),Unsure,1.4 (1.3 -- 1.5),0.1 (0.08 -- 0.14),6.9 (5 -- 9)
Brumadinho,9 (8 -- 11),Unsure,1.4 (1.3 -- 1.5),0.1 (0.08 -- 0.13),7 (5.1 -- 8.7)
Brumado,10 (8 -- 13),Unsure,0.8 (0.8 -- 0.9),-0.05 (-0.07 -- -0.03),-14.6 (-23.1 -- -10.4)
Brusque,299 (271 -- 329),Unsure,1.4 (1.3 -- 1.4),0.09 (0.08 -- 0.13),7.4 (5.5 -- 9.1)
Buriticupu,0 (0 -- 1),Unsure,1 (1 -- 1.1),0 (-0.01 -- 0.02),1462.7 (40.3 -- -57)
Caaporã,0 (0 -- 1),Unsure,0.7 (0.6 -- 0.8),-0.08 (-0.1 -- -0.05),-8.8 (-12.9 -- -7.1)
Cabedelo,23 (20 -- 25),Unsure,1.1 (1.1 -- 1.2),0.03 (0.02 -- 0.04),21.1 (15.6 -- 31.8)
Cabo Frio,17 (15 -- 19),Unsure,1 (1 -- 1.1),0 (-0.01 -- 0.01),-1868.9 (50.4 -- -61.9)
Cabo de Santo Agostinho,4 (4 -- 5),Unsure,0.9 (0.8 -- 0.9),-0.04 (-0.05 -- -0.03),-18.2 (-24.8 -- -14.7)
Cabreúva,0 (0 -- 1),Unsure,0.6 (0.5 -- 0.6),-0.12 (-0.15 -- -0.1),-5.6 (-6.9 -- -4.6)
Cachoeirinha,4 (4 -- 5),Unsure,0.5 (0.4 -- 0.6),-0.15 (-0.18 -- -0.12),-4.5 (-5.9 -- -3.8)
Cachoeiro de Itapemirim,8836871 (4205843 -- 18358477),Unsure,8.8 (6.7 -- 10.8),1.46 (0.7 -- 10.36),0.5 (0.1 -- 1)
Cacoal,9 (8 -- 10),Unsure,0.9 (0.9 -- 1),-0.02 (-0.04 -- -0.01),-29.4 (-57.7 -- -18.8)
Caicó,1 (0 -- 1),Unsure,0.8 (0.7 -- 0.9),-0.05 (-0.07 -- -0.03),-13.9 (-26.7 -- -9.4)
Caieiras,11 (10 -- 13),Unsure,0.9 (0.8 -- 0.9),-0.04 (-0.05 -- -0.03),-16.5 (-21.7 -- -13.6)
Cajamar,0 (0 -- 1),Unsure,0.6 (0.5 -- 0.6),-0.13 (-0.15 -- -0.1),-5.5 (-6.7 -- -4.5)
Cajati,18 (16 -- 21),Unsure,1.2 (1.2 -- 1.3),0.06 (0.05 -- 0.08),10.8 (8.2 -- 14.3)
Cajazeiras,13 (12 -- 15),Unsure,1 (1 -- 1.1),0.01 (0 -- 0.02),52.9 (30.9 -- 141.5)
Caldas Novas,12 (10 -- 13),Unsure,0.9 (0.9 -- 1),-0.02 (-0.03 -- 0),-46.2 (-174.7 -- -26.2)
Calçoene,1 (1 -- 2),Unsure,0.8 (0.8 -- 0.9),-0.04 (-0.06 -- -0.03),-16.5 (-25.8 -- -12.2)
Camacan,3 (3 -- 4),Unsure,1.3 (1.2 -- 1.3),0.07 (0.06 -- 0.09),10 (7.8 -- 12.4)
Camaquã,22 (20 -- 25),Unsure,1.1 (1 -- 1.1),0.02 (0.01 -- 0.03),38.9 (21.6 -- 112.2)
Camaragibe,7 (7 -- 8),Unsure,1.2 (1.1 -- 1.2),0.04 (0.03 -- 0.06),16 (11.4 -- 21.4)
Camaçari,12 (11 -- 14),Unsure,0.9 (0.9 -- 0.9),-0.02 (-0.03 -- -0.01),-31.2 (-48.6 -- -22.2)
Camboriú,105 (95 -- 117),Unsure,1.2 (1.2 -- 1.3),0.06 (0.05 -- 0.08),11.7 (9 -- 14.7)
Cambé,30 (26 -- 34),Unsure,1.1 (1.1 -- 1.2),0.03 (0.02 -- 0.05),22 (14.6 -- 38.6)
Cametá,13 (11 -- 14),Unsure,1.2 (1.1 -- 1.2),0.05 (0.04 -- 0.06),14.1 (10.9 -- 19.4)
Camocim,3 (3 -- 4),Unsure,1.3 (1.3 -- 1.4),0.09 (0.07 -- 0.13),7.8 (5.2 -- 10.4)
Campina Grande,164 (149 -- 182),Unsure,1.6 (1.4 -- 1.7),0.15 (0.12 -- 0.22),4.5 (3.1 -- 5.7)
Campina Grande do Sul,16 (14 -- 19),Unsure,1 (1 -- 1.1),0 (-0.01 -- 0.02),215.9 (35.7 -- -83.4)
Campinas,99 (92 -- 107),Unsure,1 (1 -- 1),0 (-0.01 -- 0),-171.7 (177.7 -- -60.1)
Campo Alegre,13 (11 -- 15),Unsure,2 (1.8 -- 2.3),0.26 (0.19 -- 0.46),2.7 (1.5 -- 3.6)
Campo Belo,1 (1 -- 2),Unsure,1 (0.9 -- 1.1),0 (-0.02 -- 0.02),-1003.9 (34 -- -36)
Campo Bom,45 (30 -- 64),Unsure,1.1 (1 -- 1.2),0.03 (0.01 -- 0.07),21.2 (10.5 -- 136.9)
Campo Formoso,11 (8 -- 14),Unsure,1.3 (1.2 -- 1.5),0.09 (0.06 -- 0.13),7.9 (5.2 -- 11.8)
Campo Grande,640 (601 -- 676),Unsure,1.3 (1.2 -- 1.3),0.07 (0.06 -- 0.09),10.3 (8 -- 12.4)
Campo Largo,59 (53 -- 66),Unsure,1.1 (1.1 -- 1.1),0.03 (0.02 -- 0.04),25.6 (17.6 -- 42.4)
Campo Limpo Paulista,0 (0 -- 1),Unsure,0.5 (0.4 -- 0.7),-0.14 (-0.17 -- -0.11),-4.9 (-6.6 -- -4.2)
Campo Maior,2 (1 -- 2),Unsure,0.7 (0.6 -- 0.8),-0.09 (-0.1 -- -0.07),-8 (-9.4 -- -6.8)
Campo Mourão,120 (106 -- 135),Unsure,1.3 (1.2 -- 1.4),0.08 (0.06 -- 0.11),8.6 (6.4 -- 10.7)
Campos Novos,8 (7 -- 9),Unsure,1 (0.9 -- 1.1),0 (-0.02 -- 0.02),7979.9 (45.3 -- -45.7)
Campos do Jordão,2 (2 -- 3),Unsure,0.8 (0.7 -- 0.8),-0.07 (-0.08 -- -0.06),-9.8 (-11.9 -- -8.2)
Campos dos Goytacazes,151 (134 -- 171),Unsure,1.1 (1.1 -- 1.2),0.03 (0.02 -- 0.04),24.5 (16.4 -- 42)
Canaã dos Carajás,6 (6 -- 8),Unsure,1.1 (1 -- 1.1),0.02 (0.01 -- 0.04),31.3 (19.7 -- 73.7)
Candeias,5 (4 -- 5),Unsure,0.8 (0.8 -- 0.9),-0.05 (-0.07 -- -0.04),-12.7 (-15.5 -- -10.6)
Candeias do Jamari,1 (0 -- 1),Unsure,0.4 (0.4 -- 0.5),-0.17 (-0.22 -- -0.13),-4 (-5.3 -- -3.2)
Canela,13 (12 -- 15),Unsure,1 (1 -- 1),0 (-0.01 -- 0.01),-1751.8 (56.4 -- -55.2)
Canindé,2 (1 -- 2),Unsure,1 (0.9 -- 1),0 (-0.02 -- 0.01),-154.8 (72.3 -- -36.3)
Canoas,57 (50 -- 65),Unsure,0.8 (0.7 -- 0.9),-0.06 (-0.07 -- -0.05),-12 (-14.9 -- -9.8)
Cantá,20 (17 -- 22),Unsure,1.6 (1.4 -- 1.7),0.15 (0.11 -- 0.21),4.7 (3.3 -- 6.1)
Capanema,47 (40 -- 54),Unsure,2 (1.8 -- 2.3),0.26 (0.19 -- 0.44),2.7 (1.6 -- 3.6)
Capim Grosso,14 (12 -- 16),Unsure,1.2 (1.1 -- 1.3),0.06 (0.05 -- 0.08),11.3 (8.6 -- 15.4)
Capinzal,10 (9 -- 12),Unsure,1 (0.9 -- 1),-0.01 (-0.02 -- 0.01),-68.2 (104.1 -- -30.1)
Capivari,0 (0 -- 1),Unsure,0.5 (0.4 -- 0.5),-0.16 (-0.21 -- -0.13),-4.2 (-5.4 -- -3.4)
Capivari de Baixo,30 (27 -- 34),Unsure,1.2 (1.1 -- 1.2),0.05 (0.04 -- 0.06),14.4 (10.8 -- 19.8)
Capão da Canoa,26 (20 -- 34),Unsure,1 (0.9 -- 1.1),0 (-0.02 -- 0.02),-2425.3 (30.8 -- -32.4)
Caracaraí,0 (0 -- 1),Unsure,1 (1 -- 1.1),0 (-0.01 -- 0.02),1646.2 (42 -- -59.1)
Caraguatatuba,5 (5 -- 6),Unsure,0.7 (0.7 -- 0.8),-0.07 (-0.09 -- -0.06),-9.5 (-11.6 -- -8)
Carapicuíba,47 (42 -- 51),Unsure,0.9 (0.9 -- 1),-0.02 (-0.02 -- 0),-45.8 (-153.9 -- -29.5)
Caratinga,18 (16 -- 21),Unsure,1.2 (1.1 -- 1.2),0.05 (0.03 -- 0.07),15 (10.5 -- 21.3)
Carauari,3 (3 -- 4),Unsure,0.8 (0.7 -- 0.9),-0.06 (-0.08 -- -0.04),-12 (-16.5 -- -9.2)
Carazinho,4 (4 -- 5),Unsure,0.6 (0.6 -- 0.7),-0.1 (-0.12 -- -0.09),-6.8 (-8.1 -- -5.9)
Careiro,10 (9 -- 11),Unsure,1 (1 -- 1),0 (-0.01 -- 0.01),730.7 (61.8 -- -62.4)
Cariacica,37718527 (18972381 -- 86380145),Unsure,10.4 (7.9 -- 12.7),1.74 (0.79 -- 14.13),0.4 (0 -- 0.9)
Carlos Barbosa,19 (17 -- 22),Unsure,1.2 (1.1 -- 1.2),0.05 (0.03 -- 0.06),15.1 (11 -- 20.9)
Caroebe,1 (1 -- 2),Unsure,1 (0.9 -- 1),-0.01 (-0.02 -- 0.01),-133.6 (57.6 -- -35.8)
Caruaru,35 (32 -- 39),Unsure,1 (1 -- 1),0 (-0.01 -- 0.01),-173.6 (123.9 -- -50.8)
